500
6,100.000000,-39.000004,0.000000,0.000000,100
6,200.000000,-39.000004,0.000000,0.000000,71
6,700.000000,-39.000004,0.000000,0.000000,255
6,1199.841797,-39.000004,0.000000,0.000000,71
7,1300.000000,-30.500000,0.000000,0.000000,255
7,1450.000000,-30.500000,0.000000,0.000000,0
7,2100.000000,-60.500000,0.000000,0.000000,168
0,3291.016602,2.499999,0.000000,0.000000,0,45,1
3,3800.462402,9.499998,0.000000,0.000000,1
7,2500.000000,-60.500000,0.000000,0.000000,214
6,2800.000000,-69.000000,0.000000,0.000000,0
7,3100.000000,19.500000,0.000000,0.000000,255
7,3400.000000,19.500000,0.000000,0.000000,255
