400
5,150.000000,-73.000000,0.000000,0.000000,0
5,189.781952,-72.970276,0.000000,0.000000,186
5,189.367783,-108.000000,0.000000,0.000000,36
9,1575.857056,-70.470276,0.000000,0.000000,186
9,1575.314331,-100.500000,0.000000,0.000000,255
9,50.445648,-70.500000,0.000000,0.000000,67
10,2300.000000,-93.000000,0.000000,0.000000,67
0,1752.659790,-77.500000,0.000000,0.000000,0,65,1
2,2200.000000,-81.000000,0.000000,0.000000,1
9,900.000000,-70.500000,0.000000,0.000000,214
9,924.000000,-70.470276,0.000000,0.000000,67
9,948.000000,-70.465179,0.000000,0.000000,67
9,972.000000,-70.465179,0.000000,0.000000,47
9,924.000000,-100.500000,0.000000,0.000000,67
9,948.000000,-100.470276,0.000000,0.000000,47
9,972.000000,-100.470276,0.000000,0.000000,67
9,948.000000,-130.500000,0.000000,0.000000,47
9,972.023010,-130.500000,0.000000,0.000000,67
9,998.888245,-70.500000,0.000000,0.000000,67
