150
5,150.000000,-73.000000,0.000000,0.000000,0
5,189.194031,-72.969604,0.000000,0.000000,186
5,189.429413,-108.000000,0.000000,0.000000,36
9,1575.000000,-70.469604,0.000000,0.000000,186
9,1575.000000,-100.500000,0.000000,0.000000,106
9,62.746998,-70.500000,0.000000,0.000000,67
10,2300.000000,-93.000000,0.000000,0.000000,67
0,692.406738,-77.500000,0.000000,-400.000000,1,80,1
1,1400.000000,-73.500000,0.000000,0.000000,1
1,1500.000000,-73.500000,0.000000,0.000000,1
2,1650.000000,-81.000000,0.000000,0.000000,1
2,2200.000000,-81.000000,0.000000,0.000000,1
5,900.000000,-73.000000,0.000000,0.000000,214
5,939.000000,-72.969604,0.000000,0.000000,204
5,978.000000,-72.967743,0.000000,0.000000,186
5,1017.000000,-72.941010,0.000000,0.000000,186
5,939.000000,-108.000000,0.000000,0.000000,106
5,978.000000,-107.969604,0.000000,0.000000,23
5,1017.000000,-107.967743,0.000000,0.000000,36
5,978.000000,-143.000000,0.000000,0.000000,36
5,1017.000000,-142.969604,0.000000,0.000000,186
5,1017.000000,-178.000000,0.000000,0.000000,47
9,2000.000000,-70.500000,0.000000,0.000000,186
0,716.172119,-77.500000,0.000000,0.000000,0,100,0
