100
6,100.000000,-38.999996,0.000000,0.000000,0
6,200.976196,-38.999996,0.000000,0.000000,160
6,701.484253,-38.999996,0.000000,0.000000,255
6,1200.746216,-38.999996,0.000000,0.000000,36
7,1300.000000,-30.499998,0.000000,0.000000,255
0,1042.940796,-47.499996,0.000000,0.000000,1,5,1
2,896.546692,-50.999996,50.000000,0.000000,0
2,1650.000000,-81.000000,0.000000,0.000000,1
3,4000.000000,9.499997,0.000000,0.000000,1
2,1900.000000,-81.000000,0.000000,0.000000,1
1,2200.000000,-73.500000,0.000000,0.000000,1
1,2500.000000,-73.500000,0.000000,0.000000,1
1,2800.500000,-73.500000,0.000000,0.000000,1
1,3100.000000,6.500000,0.000000,0.000000,1
2,3400.000000,-0.999999,0.000000,0.000000,1
2,3700.000000,-0.999999,0.000000,0.000000,1
